cmdCode,descriptionOriginal,id,text,parent,isLeaf,aggrlevel
"51463","Amino-aldehydes, amino-ketones and amino-quinones (other than those containing more than one kind of oxygen function); salts thereof","51463","51463 - Amino-aldehydes, amino-ketones and amino-quinones (other than those containing more than one kind of oxygen function); salts thereof","5146","1","5",
"51464","Lysine and its esters; salts thereof; glutamic acid and its salts","51464","51464 - Lysine and its esters; salts thereof; glutamic acid and its salts","5146","1","5",
"51465","Amino acids and their esters (other than those containing more than one kind of oxygen function), n.e.s.; salts thereof","51465","51465 - Amino acids and their esters (other than those containing more than one kind of oxygen function), n.e.s.; salts thereof","5146","1","5",
"51467","Amino-alcohol-phenols, amino-acid-phenols and other amino-compounds with oxygen function","51467","51467 - Amino-alcohol-phenols, amino-acid-phenols and other amino-compounds with oxygen function","5146","1","5",
"5146X","Memorandum Item","5146X","5146X - Memorandum Item","5146","1","5",
"5147","Carboxyamlde-function compounds; amide-function compounds of carbonic acid (excluding urea)","5147","5147 - Carboxyamlde-function compounds; amide-function compounds of carbonic acid (excluding urea)","514","1","4",
"51471","Acyclic amides (including acyclic carbamates) and their derivatives; salts thereof","51471","51471 - Acyclic amides (including acyclic carbamates) and their derivatives; salts thereof","5147","1","5",
"51473","Ureines and their derivatives; salts thereof","51473","51473 - Ureines and their derivatives; salts thereof","5147","1","5",
"51479","Other cyclic amides (including cyclic carbamates) and their derivatives; salts thereof","51479","51479 - Other cyclic amides (including cyclic carbamates) and their derivatives; salts thereof","5147","1","5",
"5147X","Memorandum Item","5147X","5147X - Memorandum Item","5147","1","5",
"5148","Other nitrogen-function compounds","5148","5148 - Other nitrogen-function compounds","514","0","4",
"51481","Quaternary ammonium salts and hydroxides; lecithins and other phosphoaminolipins","51481","51481 - Quaternary ammonium salts and hydroxides; lecithins and other phosphoaminolipins","5148","1","5",
"51482","Carboxyimide-funetion compounds (including ortho-benzoicsulphimide and its salts) and imine-functioncompounds (including hexamethylenetetramie and trimethylenetrinitramine)","51482","51482 - Carboxyimide-funetion compounds (including ortho-benzoicsulphimide and its salts) and imine-functioncompounds (including hexamethylenetetramie and trimethylenetrinitramine)","5148","1","5",
"51483","Acrylonitrile","51483","51483 - Acrylonitrile","5148","1","5",
"51484","Other nitrile-function compounds","51484","51484 - Other nitrile-function compounds","5148","1","5",
"51485","Diazo-, azo-, azoxy-compounds","51485","51485 - Diazo-, azo-, azoxy-compounds","5148","1","5",
"51486","Organic derivatives of hydrazine or of hydroxylamine","51486","51486 - Organic derivatives of hydrazine or of hydroxylamine","5148","1","5",
"51489","Compounds with other nitrogen functions","51489","51489 - Compounds with other nitrogen functions","5148","1","5",
"5148X","Memorandum Item","5148X","5148X - Memorandum Item","5148","1","5",
"5149","Inorganic chemical products,nes","5149","5149 - Inorganic chemical products,nes","514","0","4",
"51491","Liquid air","51491","51491 - Liquid air","5149","1","5",
"51492","Hydrogen peroxide","51492","51492 - Hydrogen peroxide","5149","1","5",
"51493","Phosphides","51493","51493 - Phosphides","5149","1","5",
"51494","Calcium carbide","51494","51494 - Calcium carbide","5149","1","5",
"51495","Other carbides","51495","51495 - Other carbides","5149","1","5",
"51496","Hydrides,nitrides,azides,silicides and borides","51496","51496 - Hydrides,nitrides,azides,silicides and borides","5149","1","5",
"51499","Other inorganic compounds,n.e.s.","51499","51499 - Other inorganic compounds,n.e.s.","5149","1","5",
"5149X","Memorandum Item","5149X","5149X - Memorandum Item","5149","1","5",
"514X","Memorandum Item","514X","514X - Memorandum Item","514","0","4",
"514XX","Memorandum Item","514XX","514XX - Memorandum Item","514X","1","5",
"515","Radioactive and associated materials","515","515 - Radioactive and associated materials","51","0","3",
"5151","Radioactive chem.elements & isotopes/comp.&mix.","5151","5151 - Radioactive chem.elements & isotopes/comp.&mix.","515","1","4",
"5152","Stable isotopes and their compounds","5152","5152 - Stable isotopes and their compounds","515","1","4",
"5153","Compounds & mixtures,nes of thorium,uranium etc","5153","5153 - Compounds & mixtures,nes of thorium,uranium etc","515","1","4",
"5154","Organo-sulphur compounds","5154","5154 - Organo-sulphur compounds","515","1","4",
"51541","Dithiocarbonates (xanthates)","51541","51541 - Dithiocarbonates (xanthates)","5154","1","5",
"51542","Thiocarbamates and dithiocarbamates","51542","51542 - Thiocarbamates and dithiocarbamates","5154","1","5",
"51543","Thiuram mono-, di- or tetrasulphides","51543","51543 - Thiuram mono-, di- or tetrasulphides","5154","1","5",
"51544","Methionine","51544","51544 - Methionine","5154","1","5",
"51549","Other","51549","51549 - Other","5154","1","5",
"5154X","Memorandum Item","5154X","5154X - Memorandum Item","5154","1","5",
"5155","Other organo-inorganic compounds","5155","5155 - Other organo-inorganic compounds","515","0","4",
"51551","Organo-mercury compounds","51551","51551 - Organo-mercury compounds","5155","1","5",
"51559","Organo-inorganic compounds, n.e.s.","51559","51559 - Organo-inorganic compounds, n.e.s.","5155","1","5",
"5155X","Memorandum Item","5155X","5155X - Memorandum Item","5155","1","5",
"5156","Heterocyclic compound; nucleic acids","5156","5156 - Heterocyclic compound; nucleic acids","515","0","4",
"51561","Lactams","51561","51561 - Lactams","5156","1","5",
"51562","Coumarin, methylcoumarins and ethylcoumarins","51562","51562 - Coumarin, methylcoumarins and ethylcoumarins","5156","1","5",
"51563","Other lactones","51563","51563 - Other lactones","5156","1","5",
"51569","Other heterocyclic compounds; nucleic acids","51569","51569 - Other heterocyclic compounds; nucleic acids","5156","1","5",
"5156X","Memorandum Item","5156X","5156X - Memorandum Item","5156","1","5",
"5157","Sulphonamides, sultones and sultams","5157","5157 - Sulphonamides, sultones and sultams","515","0","4",
"51571","Sulphonamides","51571","51571 - Sulphonamides","5157","1","5",
"51572","Sultones and sultams","51572","51572 - Sultones and sultams","5157","1","5",
"51573","Other heterocyclic compounds containing an unfused imidazole ring, whether or not hydrogenated, in the structure","51573","51573 - Other heterocyclic compounds containing an unfused imidazole ring, whether or not hydrogenated, in the structure","5157","1","5",
"51574","Heterocyclic compounds with nitrogen hetero-atom(s) only, containing an unfused pyridine ring, whether or not hydrogenated, in the structure","51574","51574 - Heterocyclic compounds with nitrogen hetero-atom(s) only, containing an unfused pyridine ring, whether or not hydrogenated, in the structure","5157","1","5",
"51575","Heterocyclic compounds with nitrogen hetero-atom(s) only, containing a quinoline or isoquinoline ring-system, whether or not hydrogenated, not further fused","51575","51575 - Heterocyclic compounds with nitrogen hetero-atom(s) only, containing a quinoline or isoquinoline ring-system, whether or not hydrogenated, not further fused","5157","1","5",
"51576","Heterocyclic compounds with nitrogen hetero-atom(s) only, containing a pyrimidine ring (whether or not hydrogenated) or piperazine ring or an unfused triazine ring (whether or not hydrogenated) in the structure; nucleic acids and their salts","51576","51576 - Heterocyclic compounds with nitrogen hetero-atom(s) only, containing a pyrimidine ring (whether or not hydrogenated) or piperazine ring or an unfused triazine ring (whether or not hydrogenated) in the structure; nucleic acids and their salts","5157","1","5",
"51577","Other heterocyclic compounds with nitrogen hetero-atom(s) only","51577","51577 - Other heterocyclic compounds with nitrogen hetero-atom(s) only","5157","1","5",
"51578","Heterocyclic compounds containing a phenothiazine ring-system, whether or not hydrogenated, not further fused","51578","51578 - Heterocyclic compounds containing a phenothiazine ring-system, whether or not hydrogenated, not further fused","5157","1","5",
"51579","Heterocyclic compounds, n.e.s.","51579","51579 - Heterocyclic compounds, n.e.s.","5157","1","5",
"5157X","Memorandum Item","5157X","5157X - Memorandum Item","5157","1","5",
"5158","Sulphonamides","5158","5158 - Sulphonamides","515","1","4",
"515X","Memorandum Item","515X","515X - Memorandum Item","515","0","4",
"515XX","Memorandum Item","515XX","515XX - Memorandum Item","515X","1","5",
"516","Other organic chemicals","516","516 - Other organic chemicals","51","0","3",
"5161","Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphonated, nitrated or nitrosated derivatives","5161","5161 - Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphonated, nitrated or nitrosated derivatives","516","0","4",
"51611","Ethers, ether-alcohols, ether-phenols, ether-alcohol-phenols, alcohol peroxides and ether peroxides, and their halogenated, sulphonated, nitrated or nitrosated derivatives","51611","51611 - Ethers, ether-alcohols, ether-phenols, ether-alcohol-phenols, alcohol peroxides and ether peroxides, and their halogenated, sulphonated, nitrated or nitrosated derivatives","5161","1","5",
"51612","Acetals and hemiacetals and single or complex oxygen-function acetals and hemiacetals, and their helogenated, sulphonated, nitrated or nitrosated derivatives","51612","51612 - Acetals and hemiacetals and single or complex oxygen-function acetals and hemiacetals, and their helogenated, sulphonated, nitrated or nitrosated derivatives","5161","1","5",
"51613","Ethylene oxide (oxirane)","51613","51613 - Ethylene oxide (oxirane)","5161","1","5",
"51614","Propylene oxide","51614","51614 - Propylene oxide","5161","1","5",
"51615","Other epoxides, epoxyalcohols, epoxyphenols and epoxyethers, with a three-membered ring, and their halogenated, sulphonated, nitrated or nitrosated derivatives","51615","51615 - Other epoxides, epoxyalcohols, epoxyphenols and epoxyethers, with a three-membered ring, and their halogenated, sulphonated, nitrated or nitrosated derivatives","5161","1","5",
"51616","Acyclic, cyclanic, cyclenic, cycloterpenic and aromatic ethers; their halogenated, sulphonated, nitrated or nitrosated derivatives","51616","51616 - Acyclic, cyclanic, cyclenic, cycloterpenic and aromatic ethers; their halogenated, sulphonated, nitrated or nitrosated derivatives","5161","1","5",
"51617","Ether-alcohols, ether-phenols, ether-alcohol-phenols; alcohol, ether, ketone peroxides; their halogenated, sulphonated, nitrated or nitrosated derivatives","51617","51617 - Ether-alcohols, ether-phenols, ether-alcohol-phenols; alcohol, ether, ketone peroxides; their halogenated, sulphonated, nitrated or nitrosated derivatives","5161","1","5",
"51619","Other epoxides, epoxyalcohols, epoxyphenols and epoxyethers, with a three or four member ring, and the halogenated, sulphonated, nitrated or nitrosated derivatives of epoxides, epoxyalcohols, epoxyphenols and epoxyethers","51619","51619 - Other epoxides, epoxyalcohols, epoxyphenols and epoxyethers, with a three or four member ring, and the halogenated, sulphonated, nitrated or nitrosated derivatives of epoxides, epoxyalcohols, epoxyphenols and epoxyethers","5161","1","5",
"5161X","Memorandum Item","5161X","5161X - Memorandum Item","5161","1","5",
"5162","Aldehyde, ketone and quinone-function compounds","5162","5162 - Aldehyde, ketone and quinone-function compounds","516","0","4",
"51621","Aldehydes, aldehyde-alcohols, aldehyde-ethers, aldehyde-phenols and other single or complex oxygen-function aldehydes; cyclic polymers of aldehydes; paraformaldehyde","51621","51621 - Aldehydes, aldehyde-alcohols, aldehyde-ethers, aldehyde-phenols and other single or complex oxygen-function aldehydes; cyclic polymers of aldehydes; paraformaldehyde","5162","1","5",
"51622","Halogenated, sulphonated, nitrated or nitrosated derivatives of the products falling within heading 516.21","51622","51622 - Halogenated, sulphonated, nitrated or nitrosated derivatives of the products falling within heading 516.21","5162","1","5",
"51623","Acetone","51623","51623 - Acetone","5162","1","5",
"51624","Ethyl methyl ketone","51624","51624 - Ethyl methyl ketone","5162","1","5",
"51625","Other acyclic ketones without other oxygen function","51625","51625 - Other acyclic ketones without other oxygen function","5162","1","5",
"51626","Halogenated, sulphonated, nitrated or nitrosated derivatives of the products of headings 516.21 and 516.22","51626","51626 - Halogenated, sulphonated, nitrated or nitrosated derivatives of the products of headings 516.21 and 516.22","5162","1","5",
"51627","Camphor","51627","51627 - Camphor","5162","1","5",
"51628","Other cyclanic, cyclenic or cycloterpenic ketones without other oxygen function","51628","51628 - Other cyclanic, cyclenic or cycloterpenic ketones without other oxygen function","5162","1","5",
